id,domain,surface,tab,entity,operation,sourceFile,sourceLine,currentBehaviour,requiredBehaviour,apiMethodPath,validation,authorization,states,sideEffect,persistence,evidence,status,blockedBy
OP-ITAM-REQ-WITHDRAW,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=requests,,AssetRequest,transition,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,614,"Missing — a requester cannot cancel; the only row actions are Approve and Reject, shown to everyone.",Requester withdrawal while Pending. Needs a status value the current vocabulary lacks — see openQuestions.,POST /api/v1/assets/requests/{id}/withdraw,,"Requester only, while Pending",,Audit row,unknown,,DISCOVERED,
OP-ITAM-REQ-APPROVAL-ENFORCE,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=requests (server side),,AssetRequestApproval,execute,/Users/sushank/.codex/worktrees/ac6c/gst/src/lib/workspace.tsx,1778,"No-op — assetSettings.approvalLevels is read only by the settings editor. decideAssetRequest never consults it, so the ladder configured in Settings has zero runtime effect.","Ladder resolution service: snapshot levels at raise time, resolve role/person/department-head to identities, and gate every decision through it.",internal approval service,"A request with no resolvable approver must fail loudly, not auto-approve",Service-internal,,none,browser-only,,DISCOVERED,
OP-ITAM-RPT-TAB-SELECT,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports,,Asset,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,738,"setState only; the six report tabs are component state and are not URL-addressable, so a report cannot be linked or bookmarked.",Put the report key in the query string.,n/a (navigation),,Asset viewer,,none,browser-only,,DISCOVERED,
OP-ITAM-RPT-STOCK-SUMMARY,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports (Stock summary),,Asset,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,709,"Client Map reduce counting only 'Issued' and 'In Stock'; the other four stages are silently dropped so the columns never reconcile to the register total. Retired units are included in the grouping, unlike the dashboard.",Server aggregate with a column per stage and a row total that reconciles to the register.,GET /api/v1/assets/reports/stock-summary?groupBy=,,Asset viewer,,none,unknown,,DISCOVERED,
OP-ITAM-RPT-GROUP-BY,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports (Stock summary),,Asset,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,758,"setState only; two options, 'By asset type' (resolved to the taxonomy label) and 'By project' (free-text string, blank becomes 'Unassigned').",Server groupBy over assetTypeId / projectId / companyId / stage.,GET /api/v1/assets/reports/stock-summary?groupBy=,groupBy in an allowed set,Asset viewer,,none,browser-only,,DISCOVERED,
OP-ITAM-RPT-EXPORT-CSV,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports,,Asset,export,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,768,"Blob download issued-vs-in-stock.csv, again with unescaped join(','). Exports only the Stock summary rows regardless of which report tab is open.","Server export of the report actually on screen, using the shared escaping writer.",POST /api/v1/assets/reports/{key}/exports,Formula-injection escaping,"Asset viewer, permission-filtered",,File download,unknown,,DISCOVERED,
OP-ITAM-RPT-EXPORT-EXCEL,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports,,Asset,export,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,774,Calls the identical exportCsv(): the 'Excel' button downloads a text/csv blob named .csv. No XLSX is produced.,Either generate a real XLSX or remove the button.,POST /api/v1/assets/reports/{key}/exports?format=xlsx,,Asset viewer,,File download,unknown,,DISCOVERED,
OP-ITAM-RPT-ASSET-LEDGER,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports (Asset ledger),,AssetEvent,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,806,"Renders a placeholder sentence stating the report needs history the rebuild does not simulate, plus the asset count.",Per-asset chronological ledger from AssetEvent. Whether it is a custody or a financial ledger is unresolved.,GET /api/v1/assets/reports/ledger,,Asset viewer,,none,unknown,,DISCOVERED,
OP-ITAM-RPT-DEPT-USAGE,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports (Department usage),,Asset,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,806,"Placeholder sentence. No department attribute exists on any asset, assignment or user record in the codebase.","Usage by department, which requires a department source on the custodian. BLOCKED on the identity model.",GET /api/v1/assets/reports/department-usage,,Asset admin,,none,unknown,,DISCOVERED,
OP-ITAM-RPT-WARRANTY,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports (Warranty),,Asset,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,806,"Placeholder sentence, even though warrantyEnd is populated and the dashboard already computes expiry.","Expired / expiring / covered buckets with configurable windows, exportable.",GET /api/v1/assets/reports/warranty,,Asset viewer,,none,unknown,,SERVED,
OP-ITAM-RPT-SUPPORT-NOTES,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports (Support notes),,AssetServiceRecord,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,806,Placeholder sentence; no service record type exists.,Service history by asset and reason. Depends on AssetServiceRecord.,GET /api/v1/assets/reports/service,,Asset viewer,,none,unknown,,DISCOVERED,
OP-ITAM-RPT-AUDIT-LOG,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=reports (Audit log),,AuditEvent,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/panes.tsx,806,"Placeholder sentence, despite asset.* audit rows already existing and being listed in Settings > Change History.",Filterable server audit query over asset.* actions with real actors.,GET /api/v1/assets/reports/audit,,Asset admin,,none,unknown,,DISCOVERED,
OP-ITAM-SET-SECTION-SELECT,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings,,AssetModuleSettings,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,492,"setSection() local state; the settings section is NOT in the URL, so no settings pane is linkable and a reload always lands on Approval Levels.",Section in the query string; unknown section handled explicitly.,n/a (navigation),,Asset admin,,none,unknown,,DISCOVERED,
OP-ITAM-SET-OPEN-MASTERS,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings -> ?tab=masters,,AssetTaxonomy,read,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,493,"The nav item flagged external calls onOpenMasters(), which pushes ?tab=masters; the tab bar then injects a seventh tab (AssetManagement.tsx:42).","Unchanged behaviour, URL-addressable as today.",n/a (navigation),,Asset admin,,none,unknown,,DISCOVERED,
OP-ITAM-SET-COPILOT-OPEN,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (banner),,AssetModuleSettings,execute,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,27,"document.querySelector('[aria-label=""Open AI Copilot""]')?.click() — reaches outside React to synthesise a click on the CopilotDock button; silently does nothing if the dock is absent or already open (the label flips to 'Hide AI Copilot').","Shared context/store call, not DOM traversal.",n/a (client),,Any tenant member,,none,unknown,,DISCOVERED,
OP-ITAM-APPR-LIST,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Approval Levels),,AssetApprovalLevel,list,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,39,"useState seeded once from assetSettings.approvalLevels; the draft never resyncs if the underlying settings change, and navigating away discards edits with no warning.",Server fetch with an explicit dirty/discard guard.,GET /api/v1/assets/settings/approval-levels,,Asset admin,,none,unknown,,DISCOVERED,
OP-ITAM-APPR-ADD-LEVEL,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Approval Levels),,AssetApprovalLevel,create,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,162,Local draft push with level = prev.length + 1 and an empty approvers array; a level with no approver can be saved.,Create a level with at least one approver; renumber contiguously.,POST /api/v1/assets/settings/approval-levels,approvers.length >= 1; level unique and contiguous,Asset admin,,Audit row,unknown,,DISCOVERED,
OP-ITAM-APPR-REMOVE-LEVEL,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Approval Levels),,AssetApprovalLevel,delete,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,147,"Local draft filter, hidden when only one level remains. Remaining levels are NOT renumbered, so deleting level 2 of 3 leaves a ladder numbered 1 and 3.",Delete with renumbering; refuse or migrate while in-flight requests reference the level.,DELETE /api/v1/assets/settings/approval-levels/{id},At least one level must remain; in-flight requests keep their snapshot,Asset admin,,Audit row,unknown,,DISCOVERED,
OP-ITAM-APPR-SET-TYPE,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Approval Levels),,AssetApprovalLevel,update,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,86,"Local draft update. Changing the type does not clear or revalidate the already-chosen approvers, so a 'By Person' level can keep role labels.",Type change revalidates approver kinds.,PATCH /api/v1/assets/settings/approval-levels/{id},type in enum; approver kinds must match the type,Asset admin,,Audit row,unknown,,DISCOVERED,
OP-ITAM-APPR-ADD-APPROVER,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Approval Levels),,AssetApprovalLevelApprover,create,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,122,"Local draft push of a role LABEL string from the hardcoded approverRoles array, deduped by string equality. 'Manager (unknown)' is offered and is the seeded default, yet resolves to no identity.",Pick a real role or person; refuse unresolvable approvers.,POST /api/v1/assets/settings/approval-levels/{id}/approvers,roleKey or userId must resolve to at least one active member,Asset admin,,Audit row,unknown,,DISCOVERED,
OP-ITAM-APPR-REMOVE-APPROVER,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Approval Levels),,AssetApprovalLevelApprover,delete,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,106,Local draft filter by string equality; can empty a level completely.,Refuse removing the last approver on a level.,DELETE /api/v1/assets/settings/approval-levels/{id}/approvers/{approverId},At least one approver must remain,Asset admin,,Audit row,unknown,,DISCOVERED,
OP-ITAM-APPR-SAVE,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Approval Levels),,AssetApprovalLevel,update,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,56,"updateAssetSettings({approvalLevels: draft}) writes the whole array to localStorage and appends one generic asset.settings_updated audit row. Dirty state is a JSON.stringify comparison. No validation, no conflict detection, and the saved ladder still changes nothing at decision time.","Transactional save with per-level validation, optimistic concurrency and a diff-level audit entry.",PUT /api/v1/assets/settings/approval-levels,Every level has >=1 resolvable approver; levels contiguous from 1; version conflict returns 409,Asset admin,,Audit row,browser-only,,DISCOVERED,
OP-ITAM-CF-LIST,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Custom Fields),,AssetCustomField,list,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,180,Reads assetSettings.customFields from localStorage; empty state at line 246.,"Server list ordered by sortOrder, excluding archived.",GET /api/v1/assets/settings/custom-fields,,Asset admin,,none,browser-only,,DISCOVERED,
OP-ITAM-CF-ADD,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Custom Fields),,AssetCustomField,create,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,193,"Immediately persists a field literally labelled 'New field' with type 'text'. No key, no uniqueness check; clicking twice creates two identical fields.",Create with a validated label and a generated immutable key.,POST /api/v1/assets/settings/custom-fields,"label 1..100, unique per tenant; key slug unique and immutable",Asset admin,,Audit row,unknown,,DISCOVERED,
OP-ITAM-CF-RENAME,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Custom Fields),,AssetCustomField,update,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,209,"Persists on EVERY keystroke — one localStorage write and one audit row per character typed, so renaming a field floods Change History.",Debounced or explicit save; one audit entry per committed rename.,PATCH /api/v1/assets/settings/custom-fields/{id},label non-empty and unique,Asset admin,,Audit row,browser-only,,DISCOVERED,
OP-ITAM-CF-SET-TYPE,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Custom Fields),,AssetCustomField,update,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,220,"Persists the new type immediately. Choosing 'select' offers no options editor anywhere, so the type is unusable. Type changes are unguarded because no values exist yet.",Type change requires an options editor for 'select' and a migration decision once values exist.,PATCH /api/v1/assets/settings/custom-fields/{id},type in enum; 'select' requires >=1 option,Asset admin,,Audit row,unknown,,DISCOVERED,
OP-ITAM-CF-DELETE,Asset Management (ITAM) — /Users/sushank/.codex/worktrees/ac6c/gst,?tab=settings (Custom Fields),,AssetCustomField,delete,/Users/sushank/.codex/worktrees/ac6c/gst/src/screens/app/assets/settings.tsx,236,"Immediate unconditional removal from the array, no confirmation. Once values exist this would silently destroy them.",Archive rather than delete; refuse while values exist unless the admin confirms value deletion.,POST /api/v1/assets/settings/custom-fields/{id}/archive,Confirmation required when values exist,Asset admin,,Audit row,unknown,,DISCOVERED,
